year,environment_authority,region,department,municipality,category,sector,result
2019,CORPONOR,Santanderes,Norte De Santander,Los Patios,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CORPONARIÑO,Pacific,Nariño,Pasto,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPONARIÑO,Pacific,Nariño,Pasto,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2019,CORPONARIÑO,Pacific,Nariño,Pasto,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPONARIÑO,Pacific,Nariño,Pasto,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPONOR,Santanderes,Norte De Santander,Los patios,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPONOR,Santanderes,Norte De Santander,San Cayetano,Industrial eco-products,Waste recovery and valorization,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,LABATECA,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,Convención,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,Convención,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Industrial eco-products,Other sustainable green goods and services,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,Bochalema,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,CHINÁCOTA,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPONOR,Santanderes,Norte De Santander,Chinácota,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,Santiago,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Industrial eco-products,Waste recovery and valorization,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,Toledo,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPONOR,Santanderes,Norte De Santander,Ocaña,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,Arboledas,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,El Carmen,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,El zulia,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORPONOR,Santanderes,Norte De Santander,San José de Cúcuta,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPONOR,Santanderes,Norte De Santander,Tibú,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPONOR,Santanderes,Norte De Santander,Mutiscua,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPONOR,Santanderes,Norte De Santander,ARBOLEDAS,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Turbo,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Apartadó,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Peque,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Chigorodó,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Apartadó,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Apartadó,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Apartadó,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Carepa,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Urrao,Sustainable goods and services from natural resources,Restoration businesses,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Urrao,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Cañasgordas,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Apartadó,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Peque,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Turbo,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOURABÁ,Cofee belt and Antioquia,Antioquia,Urrao,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORTOLIMA,Central,Tolima,Planadas,Industrial eco-products,Waste recovery and valorization,Advanced
2019,CORTOLIMA,Central,Tolima,Líbano,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORTOLIMA,Central,Tolima,Natagaima,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORTOLIMA,Central,Tolima,Líbano,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORTOLIMA,Central,Tolima,Planadas,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2019,CORTOLIMA,Central,Tolima,Ataco,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORTOLIMA,Central,Tolima,Ataco,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORTOLIMA,Central,Tolima,Prado,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORTOLIMA,Central,Tolima,Ibagué,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORTOLIMA,Central,Tolima,Alvarado,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORTOLIMA,Central,Tolima,Líbano,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORTOLIMA,Central,Tolima,Ibagué,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORTOLIMA,Central,Tolima,Ibagué,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORTOLIMA,Central,Tolima,Ibagué,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CORTOLIMA,Central,Tolima,Ibagué,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORTOLIMA,Central,Tolima,Ibagué,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CRC,Pacific,Cauca,Popayán,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORTOLIMA,Central,Tolima,Ibagué,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORTOLIMA,Central,Tolima,Melgar,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CORTOLIMA,Central,Tolima,Guamo,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORTOLIMA,Central,Tolima,Honda,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORTOLIMA,Central,Tolima,San Sebastián de Mariquita,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORTOLIMA,Central,Tolima,Venadillo,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CRC,Pacific,Cauca,El tambo,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CRA,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CRA,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Other sustainable green goods and services,Satisfactory
2019,CRA,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2019,CRA,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CRC,Pacific,Cauca,Santander de Quilichao,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CRA,Caribbean,Atlántico,Galapa,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CRA,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CRA,Caribbean,Atlántico,Baranoa,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CRA,Caribbean,Atlántico,Polonuevo,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2019,CRA,Caribbean,Atlántico,Luruaco,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2019,CRA,Caribbean,Atlántico,Barranquilla,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CRA,Caribbean,Atlántico,Luruaco,Industrial eco-products,Other sustainable green goods and services,Satisfactory
2019,CRA,Caribbean,Atlántico,Santo Tomás,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2019,CRA,Caribbean,Atlántico,Barranquilla,Industrial eco-products,Non-conventional renewable energy sources,Satisfactory
2019,CRA,Caribbean,Atlántico,Soledad,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CRC,Pacific,Cauca,Popayán,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2019,CRA,Caribbean,Atlántico,Galapa,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CRA,Caribbean,Atlántico,Tubará,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CRC,Pacific,Cauca,El Tambo,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2019,CRC,Pacific,Cauca,Popayán,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CRC,Pacific,Cauca,Totoró,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CRC,Pacific,Cauca,Popayán,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2019,CRC,Pacific,Cauca,Sotará - Paispamba,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CVS,Caribbean,Córdoba,Tierralta,Sustainable goods and services from natural resources,Sustainable agroindustry,Initial
2019,CRC,Pacific,Cauca,Popayán,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CRC,Pacific,Cauca,Popayán,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CRC,Pacific,Cauca,Cajibío,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CRC,Pacific,Cauca,Popayán,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CRQ,Cofee belt and Antioquia,Quindio,Quimbaya,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2019,CRQ,Cofee belt and Antioquia,Quindio,Salento,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2019,CSB,Caribbean,Bolívar,San Fernando,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CSB,Caribbean,Bolívar,Magangué,Industrial eco-products,Waste recovery and valorization,Basic
2019,CSB,Caribbean,Bolívar,Altos del Rosario,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CSB,Caribbean,Bolívar,Altos del Rosario,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CSB,Caribbean,Bolívar,Altos del Rosario,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CSB,Caribbean,Bolívar,Barranco de Loba,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CSB,Caribbean,Bolívar,Magangué,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CSB,Caribbean,Bolívar,Magangué,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CSB,Caribbean,Bolívar,Talaigua Nuevo,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CSB,Caribbean,Bolívar,Magangué,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CSB,Caribbean,Bolívar,Magangué,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CSB,Caribbean,Bolívar,Magangué,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2019,CSB,Caribbean,Bolívar,Magangué,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CSB,Caribbean,Bolívar,Cicuco,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CSB,Caribbean,Bolívar,Santa Rosa del Sur,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CSB,Caribbean,Bolívar,Magangué,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CSB,Caribbean,Bolívar,Magangué,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CVS,Caribbean,Córdoba,Tierralta,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CSB,Caribbean,Bolívar,Cicuco,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CSB,Caribbean,Bolívar,Achí,Sustainable goods and services from natural resources,Biocommerce,Intermediate
2019,CVC,Pacific,Valle Del Cauca,Yumbo,Industrial eco-products,Waste recovery and valorization,Satisfactory
